timestamp	metric	scope	numerator	denominator	percentage	prior_percentage	delta_pp	evidence	head
2026-07-29T00:00:00Z	legacy-mixed-baseline	Phase 18			20.0000			AGENTS.md locked original baseline; not comparable to code-base-obligation	
2026-07-29T00:00:00Z	legacy-mixed-baseline	Phase 19			20.0000			AGENTS.md locked original baseline; not comparable to code-base-obligation	
2026-07-29T00:00:00Z	legacy-mixed-baseline	Phase 20			12.0000			AGENTS.md locked original baseline; not comparable to code-base-obligation	
2026-07-29T00:00:00Z	legacy-mixed-baseline	Checkpoint 1			70.0000			AGENTS.md locked original baseline; not comparable to code-base-obligation	
2026-07-29T00:00:00Z	legacy-mixed-baseline	Checkpoint 2			43.0000			AGENTS.md locked original baseline; not comparable to code-base-obligation	
2026-07-29T00:00:00Z	legacy-mixed-baseline	Checkpoint 3			22.0000			AGENTS.md locked original baseline; not comparable to code-base-obligation	
2026-07-29T00:00:00Z	legacy-mixed-baseline	Checkpoint 4			12.0000			AGENTS.md locked original baseline; not comparable to code-base-obligation	
2026-08-04T00:53:43Z	code-base-obligation	Phase 0	75	96	78.1250			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 1	3	3	100.0000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 2	21	24	87.5000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 3	21	24	87.5000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 4	18	18	100.0000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 5	3	3	100.0000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 6	18	18	100.0000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 7	9	15	60.0000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 8	15	18	83.3333			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 9	12	21	57.1429			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 10	120	120	100.0000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 11	27	36	75.0000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 12	3	3	100.0000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 13	3	3	100.0000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 14	0	3	0.0000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 15	3	3	100.0000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 16	0	3	0.0000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 17	30	54	55.5556			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 18	39	42	92.8571			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 19	0	3	0.0000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Phase 20	54	66	81.8182			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Checkpoint 1	342	396	86.3636			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Checkpoint 2	9	15	60.0000			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Checkpoint 3	69	99	69.6970			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Checkpoint 4	54	66	81.8182			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T00:53:43Z	code-base-obligation	Overall	474	576	82.2917			ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-07-29T00:00:00Z	legacy-mixed-baseline	Overall			42.0000			AGENTS.md locked original baseline; not comparable to code-base-obligation	
2026-08-04T01:01:01Z	code-base-obligation	Phase 0	75	96	78.1250	78.1250	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 1	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 2	21	24	87.5000	87.5000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 3	21	24	87.5000	87.5000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 4	18	18	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 5	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 6	18	18	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 7	9	15	60.0000	60.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 8	15	18	83.3333	83.3333	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 9	12	21	57.1429	57.1429	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 10	120	120	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 11	27	36	75.0000	75.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 12	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 13	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 14	0	3	0.0000	0.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 15	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 16	0	3	0.0000	0.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 17	30	54	55.5556	55.5556	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 18	39	42	92.8571	92.8571	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 19	0	3	0.0000	0.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Phase 20	54	66	81.8182	81.8182	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Checkpoint 1	342	396	86.3636	86.3636	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Checkpoint 2	9	15	60.0000	60.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Checkpoint 3	69	99	69.6970	69.6970	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Checkpoint 4	54	66	81.8182	81.8182	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:01Z	code-base-obligation	Overall	474	576	82.2917	82.2917	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 0	75	96	78.1250	78.1250	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 1	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 2	21	24	87.5000	87.5000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 3	21	24	87.5000	87.5000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 4	18	18	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 5	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 6	18	18	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 7	9	15	60.0000	60.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 8	15	18	83.3333	83.3333	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 9	12	21	57.1429	57.1429	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 10	120	120	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 11	30	36	83.3333	75.0000	+8.3333	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 12	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 13	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 14	0	3	0.0000	0.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 15	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 16	0	3	0.0000	0.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 17	30	54	55.5556	55.5556	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 18	39	42	92.8571	92.8571	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 19	0	3	0.0000	0.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Phase 20	54	66	81.8182	81.8182	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Checkpoint 1	345	396	87.1212	86.3636	+0.7576	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Checkpoint 2	9	15	60.0000	60.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Checkpoint 3	69	99	69.6970	69.6970	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Checkpoint 4	54	66	81.8182	81.8182	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:01:21Z	code-base-obligation	Overall	477	576	82.8125	82.2917	+0.5208	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 0	81	96	84.3750	78.1250	+6.2500	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 1	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 2	21	24	87.5000	87.5000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 3	21	24	87.5000	87.5000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 4	18	18	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 5	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 6	18	18	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 7	9	15	60.0000	60.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 8	15	18	83.3333	83.3333	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 9	12	21	57.1429	57.1429	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 10	120	120	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 11	30	36	83.3333	83.3333	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 12	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 13	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 14	0	3	0.0000	0.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 15	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 16	0	3	0.0000	0.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 17	30	54	55.5556	55.5556	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 18	39	42	92.8571	92.8571	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 19	30	36	83.3333	0.0000	+83.3333	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Phase 20	57	66	86.3636	81.8182	+4.5454	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Checkpoint 1	351	396	88.6364	87.1212	+1.5152	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Checkpoint 2	9	15	60.0000	60.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Checkpoint 3	99	132	75.0000	69.6970	+5.3030	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Checkpoint 4	57	66	86.3636	81.8182	+4.5454	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:12:08Z	code-base-obligation	Overall	516	609	84.7291	82.8125	+1.9166	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 0	75	96	78.1250	84.3750	-6.2500	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 1	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 2	20	24	83.3333	87.5000	-4.1667	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 3	21	24	87.5000	87.5000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 4	18	18	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 5	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 6	17	18	94.4444	100.0000	-5.5556	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 7	9	15	60.0000	60.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 8	15	18	83.3333	83.3333	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 9	12	21	57.1429	57.1429	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 10	118	120	98.3333	100.0000	-1.6667	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 11	30	36	83.3333	83.3333	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 12	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 13	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 14	0	3	0.0000	0.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 15	3	3	100.0000	100.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 16	0	3	0.0000	0.0000	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 17	29	54	53.7037	55.5556	-1.8519	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 18	39	42	92.8571	92.8571	+0.0000	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
2026-08-04T01:21:10Z	code-base-obligation	Phase 19	25	36	69.4444	83.3333	-13.8889	ATROPOS_CODE_COMPLETION_REPORT.md	997e6b5732b977b30e1d97076bf5156b4b64a991
